date,n1,n2,n3,n4,n5,n6
2024-07-02,4,6,32,33,38,58
2024-07-05,9,16,19,27,49,52
2024-07-07,12,18,32,37,44,51
2024-07-09,1,21,30,31,32,43
2024-07-12,20,35,38,51,52,55
2024-07-14,7,19,38,44,53,58
2024-07-16,5,7,28,29,35,42
2024-07-19,5,6,10,16,32,47
2024-07-21,13,23,27,32,38,49
2024-07-23,1,5,9,11,33,56
2024-07-26,5,11,12,14,22,43
2024-07-28,4,25,28,33,46,49
2024-07-30,1,31,39,42,52,56
2024-08-02,9,10,14,38,41,51
2024-08-04,3,12,17,28,54,56
2024-08-06,8,11,26,37,49,50
2024-08-09,7,10,19,34,40,47
2024-08-11,4,25,30,37,43,49
2024-08-13,1,10,24,25,41,56
2024-08-16,4,22,27,41,50,51
2024-08-18,7,29,31,32,48,52
2024-08-20,37,39,45,46,50,57
2024-08-23,7,23,39,44,45,46
2024-08-25,2,5,6,9,42,51
2024-08-27,10,24,40,45,50,53
2024-08-30,3,8,40,41,44,52
2024-09-01,6,17,33,35,41,56
2024-09-03,3,4,10,15,34,38
2024-09-06,13,18,40,41,45,53
2024-09-08,10,19,24,30,40,55
2024-09-10,17,22,25,33,42,58
2024-09-13,15,17,20,30,45,50
2024-09-15,5,19,22,31,37,43
2024-09-17,20,27,41,42,47,49
2024-09-20,1,26,28,31,34,55
2024-09-22,4,8,24,36,52,56
2024-09-24,22,24,32,43,45,48
2024-09-27,8,11,29,30,53,58
2024-09-29,1,20,26,38,40,46
2024-10-01,13,14,22,30,39,40
2024-10-04,11,16,19,40,41,46
2024-10-06,9,13,16,41,49,53
2024-10-08,17,18,34,37,40,57
2024-10-11,4,10,14,17,38,39
2024-10-13,14,19,31,39,49,57
2024-10-15,1,17,20,22,30,44
2024-10-18,9,25,30,40,47,53
2024-10-20,13,26,28,38,42,56
2024-10-22,2,13,15,26,46,57
2024-10-25,5,13,15,37,56,57
2024-10-27,2,7,10,13,16,24
2024-10-29,8,9,19,30,38,57
2024-11-01,2,5,22,26,27,45
2024-11-03,15,24,36,53,57,58
2024-11-05,2,37,38,42,51,58
2024-11-08,8,25,32,36,37,40
2024-11-10,24,26,27,43,46,51
2024-11-12,5,10,11,22,38,40
2024-11-15,6,7,17,24,26,56
2024-11-17,1,14,20,28,33,58
2024-11-19,2,5,18,33,36,49
2024-11-22,5,6,17,22,31,34
2024-11-24,14,15,30,31,51,56
2024-11-26,5,7,29,44,51,52
2024-11-29,5,12,16,23,32,55
2024-12-01,7,24,35,37,45,56
2024-12-03,1,6,7,12,45,51
2024-12-06,3,5,18,39,44,47
2024-12-08,5,29,30,44,50,57
2024-12-10,9,18,28,43,46,51
2024-12-13,36,44,45,52,56,58
2024-12-15,5,10,13,25,26,31
2024-12-17,4,5,28,32,34,55
2024-12-20,10,17,28,32,35,37
2024-12-22,4,6,20,42,48,49
2024-12-24,6,13,14,17,38,51
2024-12-27,2,15,19,21,28,55
2024-12-29,3,5,30,37,45,56
2024-12-31,1,11,12,19,20,40
