date,n1,n2,n3,n4,n5,n6
2022-07-03,7,18,21,23,30,43
2022-07-05,10,14,30,33,36,39
2022-07-07,8,9,16,25,36,42
2022-07-10,2,9,12,17,28,38
2022-07-12,12,13,15,23,32,42
2022-07-14,5,10,11,31,34,42
2022-07-17,29,34,35,39,44,46
2022-07-19,6,8,34,39,42,44
2022-07-21,3,8,14,17,36,43
2022-07-24,6,18,26,31,45,49
2022-07-26,2,5,6,23,26,39
2022-07-28,2,3,7,23,30,43
2022-07-31,3,4,5,13,14,46
2022-08-02,9,12,19,21,28,45
2022-08-04,2,12,17,29,34,44
2022-08-07,1,9,13,15,31,32
2022-08-09,8,13,18,20,32,38
2022-08-11,1,21,26,33,35,39
2022-08-14,3,6,20,43,45,49
2022-08-16,2,8,21,34,43,48
2022-08-18,18,21,28,38,45,49
2022-08-21,1,6,8,27,28,33
2022-08-23,13,15,16,18,25,39
2022-08-25,3,4,19,28,32,34
2022-08-28,1,13,18,24,45,47
2022-08-30,10,13,14,19,31,34
2022-09-01,11,17,35,37,46,49
2022-09-04,7,10,29,30,37,41
2022-09-06,10,17,18,31,41,42
2022-09-08,18,21,29,36,37,48
2022-09-11,5,9,13,16,42,47
2022-09-13,11,12,20,24,26,38
2022-09-15,4,26,32,38,47,48
2022-09-18,8,14,16,21,39,45
2022-09-20,24,37,38,41,45,46
2022-09-22,11,28,35,36,41,45
2022-09-25,3,11,12,14,27,44
2022-09-27,23,31,33,35,37,48
2022-09-29,11,25,33,40,41,43
2022-10-02,2,8,15,19,33,47
2022-10-04,7,11,32,34,36,41
2022-10-06,2,4,17,20,22,41
2022-10-09,1,3,15,16,35,40
2022-10-11,8,14,19,23,43,46
2022-10-13,1,16,24,37,42,48
2022-10-16,2,20,31,39,44,48
2022-10-18,6,19,22,26,36,41
2022-10-20,19,33,35,39,44,49
2022-10-23,3,9,13,19,20,29
2022-10-25,6,16,21,40,43,45
2022-10-27,3,7,18,34,37,39
2022-10-30,2,8,14,38,41,47
2022-11-01,4,21,24,25,43,44
2022-11-03,14,23,29,32,40,46
2022-11-06,14,30,31,34,37,45
2022-11-08,7,10,15,25,41,49
2022-11-10,12,19,30,33,39,41
2022-11-13,13,14,15,19,37,48
2022-11-15,7,9,13,15,40,43
2022-11-17,3,4,29,33,36,37
2022-11-20,6,8,26,29,38,43
2022-11-22,3,23,28,34,39,48
2022-11-24,11,13,17,36,37,44
2022-11-27,3,5,25,35,40,42
2022-11-29,4,5,29,39,43,49
2022-12-01,4,14,16,20,29,42
2022-12-04,12,17,24,33,40,49
2022-12-06,1,3,23,25,37,47
2022-12-08,3,8,18,20,29,31
2022-12-11,3,7,11,16,24,41
2022-12-13,13,22,26,27,34,38
2022-12-15,1,2,6,18,27,30
2022-12-18,13,29,31,38,48,49
2022-12-20,2,4,16,19,33,37
2022-12-22,11,22,24,31,34,45
2022-12-27,10,22,24,26,29,48
2022-12-29,4,15,30,34,42,44
